time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-12-31 00:00:00+00:00,38,8,43,21
2026-01-01 00:00:00+00:00,303,23,12,10
2026-01-02 00:00:00+00:00,4,4,29,17
2026-01-03 00:00:00+00:00,7,5,52,23
2026-01-04 00:00:00+00:00,54,25,23,19
2026-01-05 00:00:00+00:00,290,54,86,29
2026-01-06 00:00:00+00:00,104,28,89,25
2026-01-07 00:00:00+00:00,16,13,111,28
2026-01-08 00:00:00+00:00,23,19,58,26
2026-01-09 00:00:00+00:00,31,18,58,23
2026-01-10 00:00:00+00:00,8,6,32,18
2026-01-11 00:00:00+00:00,24,5,29,17
2026-01-12 00:00:00+00:00,9,8,31,26
2026-01-13 00:00:00+00:00,154,35,105,37
