referrer,views_total,views_unique
github.com,250,33
Google,125,60
brian2.readthedocs.io,74,21
briansimulator.org,39,14
neurostars.org,17,2
chatgpt.com,15,6
en.wikipedia.org,13,4
Bing,8,5
brian.discourse.group,7,4
theregister.com,6,3
