time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-12-18 00:00:00+00:00,76,16,48,21
2025-12-19 00:00:00+00:00,71,19,37,15
2025-12-20 00:00:00+00:00,23,15,45,14
2025-12-21 00:00:00+00:00,32,9,59,27
2025-12-22 00:00:00+00:00,2,2,40,20
2025-12-23 00:00:00+00:00,6,5,63,28
2025-12-24 00:00:00+00:00,5,3,78,14
2025-12-25 00:00:00+00:00,16,10,28,22
2025-12-26 00:00:00+00:00,14,12,24,18
2025-12-27 00:00:00+00:00,74,10,25,17
2025-12-28 00:00:00+00:00,300,11,29,12
2025-12-29 00:00:00+00:00,71,12,39,18
2025-12-30 00:00:00+00:00,49,14,73,12
2025-12-31 00:00:00+00:00,38,8,43,21
