referrer,views_total,views_unique
Google,135,59
github.com,86,25
chatgpt.com,26,7
briansimulator.org,22,8
gemini.google.com,8,3
brian2.readthedocs.io,8,2
yandex.ru,8,1
DuckDuckGo,5,4
Bing,4,3
open-neuromorphic.org,3,2
