referrer,views_total,views_unique
Google,115,40
github.com,90,26
briansimulator.org,37,12
brian2.readthedocs.io,36,14
Bing,17,11
DuckDuckGo,11,2
chatgpt.com,10,7
brian.discourse.group,8,5
open-neuromorphic.org,8,4
search.brave.com,8,4
