referrer,views_total,views_unique
Google,119,56
github.com,90,33
brian2.readthedocs.io,28,20
chatgpt.com,19,6
briansimulator.org,10,5
Bing,9,4
en.wikipedia.org,8,3
search.brave.com,4,1
open-neuromorphic.org,3,3
oceanhero.today,3,1
