referrer,views_total,views_unique
Google,104,47
brian2.readthedocs.io,83,19
github.com,53,15
Bing,32,8
brian.discourse.group,26,10
briansimulator.org,19,7
chatgpt.com,17,9
DuckDuckGo,8,4
search.brave.com,7,2
open-neuromorphic.org,6,2
