url_path,views_total,views_unique
/brian-team/brian2,155,127
/brian-team/brian2/tree/master/brian2,21,13
/brian-team/brian2/issues,15,12
/brian-team/brian2/tree/master/examples,15,10
/brian-team/brian2/blob/master/brian2/spatialneuron/morphology.py,8,1
/brian-team/brian2/tree/master/brian2/core,7,6
/brian-team/brian2/tree/master,6,4
/brian-team/brian2/blob/master/examples/compartmental/bipolar_cell.py,6,1
/brian-team/brian2/blob/master/brian2/core/network.py,5,5
/brian-team/brian2/tree/master/examples/standalone,5,4
