url_path,views_total,views_unique
/brian-team/brian2,188,124
/brian-team/brian2/issues,52,27
/brian-team/brian2/blob/master/brian2/groups/neurongroup.py,46,19
/brian-team/brian2/tree/master/brian2,39,23
/brian-team/brian2/pulls,20,14
/brian-team/brian2/tree/master/brian2/groups,20,8
/brian-team/brian2/tree/master/examples,13,9
/brian-team/brian2/blob/master/tutorials/1-intro-to-brian-neurons.ipynb,9,7
/brian-team/brian2/blob/master/brian2/equations/equations.py,9,4
/brian-team/brian2/tree/master/brian2/equations,8,5
