referrer,views_total,views_unique
Google,258,187
github.com,74,29
brian2.readthedocs.io,57,19
briansimulator.org,12,7
chatgpt.com,10,5
Bing,7,5
en.wikipedia.org,6,2
brian.discourse.group,4,1
neurostars.org,4,1
copilot.microsoft.com,3,1
