referrer,views_total,views_unique
github.com,287,41
Google,229,66
neurostars.org,46,8
brian2.readthedocs.io,45,15
briansimulator.org,32,9
chatgpt.com,22,8
Bing,13,5
en.wikipedia.org,10,3
theregister.com,8,5
brian.discourse.group,7,4
