time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-08-02 00:00:00+00:00,118,19,42,36
2026-08-03 00:00:00+00:00,33,10,99,84
2026-08-04 00:00:00+00:00,509,44,69,52
2026-08-05 00:00:00+00:00,1157,129,51,47
2026-08-06 00:00:00+00:00,72,25,65,31
2026-08-07 00:00:00+00:00,260,48,50,31
2026-08-08 00:00:00+00:00,4011,129,39,36
2026-08-09 00:00:00+00:00,77,14,101,26
2026-08-10 00:00:00+00:00,70,38,25,20
2026-08-11 00:00:00+00:00,31,28,55,48
2026-08-12 00:00:00+00:00,18,15,42,23
2026-08-13 00:00:00+00:00,4238,30,22,15
2026-08-14 00:00:00+00:00,15,12,59,39
2026-08-15 00:00:00+00:00,33,18,25,15
