time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-10-17 00:00:00+00:00,192,32,59,27
2025-10-18 00:00:00+00:00,206,19,66,28
2025-10-19 00:00:00+00:00,28,7,25,18
2025-10-20 00:00:00+00:00,256,26,42,27
2025-10-21 00:00:00+00:00,98,33,45,28
2025-10-22 00:00:00+00:00,259,48,87,38
2025-10-23 00:00:00+00:00,108,27,62,27
2025-10-24 00:00:00+00:00,102,43,111,28
2025-10-25 00:00:00+00:00,10,9,33,23
2025-10-26 00:00:00+00:00,175,25,42,22
2025-10-27 00:00:00+00:00,239,23,28,21
2025-10-28 00:00:00+00:00,112,35,34,14
2025-10-29 00:00:00+00:00,201,46,38,28
2025-10-30 00:00:00+00:00,414,63,41,17
