referrer,views_total,views_unique
Google,120,54
github.com,75,23
briansimulator.org,28,5
open-neuromorphic.org,28,3
brian2.readthedocs.io,23,10
brian.discourse.group,20,8
Bing,11,9
elifesciences.org,6,1
pypi.org,6,1
en.wikipedia.org,4,3
