time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-01-23 00:00:00+00:00,54,5,94,28
2026-01-24 00:00:00+00:00,5,5,23,14
2026-01-25 00:00:00+00:00,104,7,53,17
2026-01-26 00:00:00+00:00,21,19,89,35
2026-01-27 00:00:00+00:00,195,32,268,23
2026-01-28 00:00:00+00:00,113,10,83,29
2026-01-29 00:00:00+00:00,71,14,51,22
2026-01-30 00:00:00+00:00,45,16,95,36
2026-01-31 00:00:00+00:00,85,31,157,32
2026-02-01 00:00:00+00:00,397,43,31,13
2026-02-02 00:00:00+00:00,13,9,106,30
2026-02-03 00:00:00+00:00,41,41,143,37
2026-02-04 00:00:00+00:00,968,6,39,19
2026-02-05 00:00:00+00:00,198,31,65,23
