url_path,views_total,views_unique
/brian-team/brian2,180,130
/brian-team/brian2/issues,25,19
/brian-team/brian2/tree/master/brian2,24,17
/brian-team/brian2/tree/master/examples,23,19
/brian-team/brian2/blob/master/tutorials/1-intro-to-brian-neurons.ipynb,13,8
/brian-team/brian2/tree/master/tutorials,8,7
/brian-team/brian2/tree/master/brian2/core,8,6
/brian-team/brian2/blob/master/examples/synapses/STDP.py,7,6
/brian-team/brian2/blob/master/tutorials/3-intro-to-brian-simulations.ipynb,7,5
/brian-team/brian2/pulls,7,5
