time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-05-17 00:00:00+00:00,119,33,14,13
2026-05-18 00:00:00+00:00,177,55,41,15
2026-05-19 00:00:00+00:00,167,53,49,22
2026-05-20 00:00:00+00:00,661,52,33,18
2026-05-21 00:00:00+00:00,152,47,28,16
2026-05-22 00:00:00+00:00,152,45,33,18
2026-05-23 00:00:00+00:00,771,69,58,24
2026-05-24 00:00:00+00:00,139,53,45,31
2026-05-25 00:00:00+00:00,202,47,52,23
2026-05-26 00:00:00+00:00,59,41,26,22
2026-05-27 00:00:00+00:00,241,26,38,24
2026-05-28 00:00:00+00:00,41,34,55,33
2026-05-29 00:00:00+00:00,476,51,41,33
2026-05-30 00:00:00+00:00,141,84,37,29
