time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-10-07 00:00:00+00:00,63,18,80,54
2025-10-08 00:00:00+00:00,10,8,24,18
2025-10-09 00:00:00+00:00,77,22,29,17
2025-10-10 00:00:00+00:00,94,31,69,15
2025-10-11 00:00:00+00:00,29,21,42,5
2025-10-12 00:00:00+00:00,25,6,31,13
2025-10-13 00:00:00+00:00,254,39,39,14
2025-10-14 00:00:00+00:00,129,32,54,15
2025-10-15 00:00:00+00:00,43,21,38,13
2025-10-16 00:00:00+00:00,199,17,31,17
2025-10-17 00:00:00+00:00,192,32,59,27
2025-10-18 00:00:00+00:00,206,19,66,28
2025-10-19 00:00:00+00:00,28,7,25,18
2025-10-20 00:00:00+00:00,256,26,40,25
