referrer,views_total,views_unique
Google,196,71
github.com,39,19
Bing,27,5
briansimulator.org,11,9
yandex.ru,9,4
DuckDuckGo,8,4
pypi.org,8,2
open-neuromorphic.org,7,6
brian2.readthedocs.io,6,4
chatgpt.com,5,5
