referrer,views_total,views_unique
Google,111,51
brian2.readthedocs.io,67,21
github.com,58,20
brian.discourse.group,30,11
Bing,30,8
chatgpt.com,24,10
briansimulator.org,21,8
DuckDuckGo,17,5
open-neuromorphic.org,8,4
search.brave.com,7,2
