url_path,views_total,views_unique
/brian-team/brian2,185,125
/brian-team/brian2/issues,74,23
/brian-team/brian2/tree/master/brian2,24,16
/brian-team/brian2/pulls,24,14
/brian-team/brian2/blob/master/brian2/groups/neurongroup.py,19,10
/brian-team/brian2/tree/master/examples,10,7
/brian-team/brian2/tree/master/brian2/groups,9,6
/brian-team/brian2/tree/master,9,5
/brian-team/brian2/blob/master/tutorials/1-intro-to-brian-neurons.ipynb,8,7
/brian-team/brian2/blob/master/brian2/equations/equations.py,8,3
