referrer,views_total,views_unique
Google,245,186
brian2.readthedocs.io,58,20
github.com,54,28
briansimulator.org,11,6
chatgpt.com,8,5
Bing,6,4
en.wikipedia.org,6,2
neurostars.org,5,2
brian.discourse.group,4,1
copilot.microsoft.com,3,1
