url_path,views_total,views_unique
/brian-team/brian2,177,118
/brian-team/brian2/issues,74,29
/brian-team/brian2/blob/master/brian2/groups/neurongroup.py,46,19
/brian-team/brian2/tree/master/brian2,42,25
/brian-team/brian2/pulls,24,13
/brian-team/brian2/tree/master/brian2/groups,20,8
/brian-team/brian2/tree/master/examples,10,7
/brian-team/brian2/blob/master/tutorials/1-intro-to-brian-neurons.ipynb,9,6
/brian-team/brian2/blob/master/brian2/equations/equations.py,9,4
/brian-team/brian2/tree/master,8,5
