referrer,views_total,views_unique
Google,121,54
github.com,61,26
brian2.readthedocs.io,23,14
search.brave.com,16,1
briansimulator.org,15,4
chatgpt.com,13,7
Bing,9,6
DuckDuckGo,8,3
duckduckgogg42xjoc72x3sjasowoarfbgcmvfimaftt6twagswzczad.onion,5,1
pypi.org,5,1
