referrer,views_total,views_unique
github.com,208,36
Google,110,53
brian2.readthedocs.io,29,14
chatgpt.com,13,5
open-neuromorphic.org,12,2
Bing,11,5
en.wikipedia.org,10,1
search.brave.com,7,4
briansimulator.org,6,5
DuckDuckGo,6,2
