referrer,views_total,views_unique
Google,119,57
github.com,54,25
brian2.readthedocs.io,24,14
search.brave.com,16,1
briansimulator.org,15,4
chatgpt.com,12,6
Bing,10,7
brian.discourse.group,10,2
DuckDuckGo,9,4
open-neuromorphic.org,7,1
