time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-05-24 00:00:00+00:00,16,8,18,6
2025-05-25 00:00:00+00:00,23,5,38,15
2025-05-26 00:00:00+00:00,62,8,47,24
2025-05-27 00:00:00+00:00,6,5,22,12
2025-05-28 00:00:00+00:00,7,6,20,10
2025-05-29 00:00:00+00:00,3,3,61,23
2025-05-30 00:00:00+00:00,1,1,41,19
2025-05-31 00:00:00+00:00,5,4,13,7
2025-06-01 00:00:00+00:00,20,2,16,8
2025-06-02 00:00:00+00:00,265,23,34,16
2025-06-03 00:00:00+00:00,6,6,36,13
2025-06-04 00:00:00+00:00,5,5,58,20
2025-06-05 00:00:00+00:00,7,7,26,17
2025-06-06 00:00:00+00:00,8,8,20,13
