url_path,views_total,views_unique
/brian-team/brian2,200,146
/brian-team/brian2/issues,30,21
/brian-team/brian2/tree/master/brian2,28,21
/brian-team/brian2/tree/master/examples,24,18
/brian-team/brian2/blob/master/tutorials/1-intro-to-brian-neurons.ipynb,15,7
/brian-team/brian2/blob/master/examples/synapses/STDP.py,10,9
/brian-team/brian2/blob/master/tutorials/3-intro-to-brian-simulations.ipynb,9,4
/brian-team/brian2/tree/master/tutorials,8,7
/brian-team/brian2/tree/master/brian2/core,8,6
/brian-team/brian2/blob/master/brian2/equations/equations.py,8,3
