referrer,views_total,views_unique
github.com,63,21
Google,47,40
brian2.readthedocs.io,36,16
chatgpt.com,15,9
Bing,15,8
briansimulator.org,12,5
brian.discourse.group,9,1
open-neuromorphic.org,7,1
duckduckgogg42xjoc72x3sjasowoarfbgcmvfimaftt6twagswzczad.onion,5,1
DuckDuckGo,3,3
