time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-06-19 00:00:00+00:00,23,14,47,20
2026-06-20 00:00:00+00:00,44,15,70,16
2026-06-21 00:00:00+00:00,78,24,99,26
2026-06-22 00:00:00+00:00,16,12,75,19
2026-06-23 00:00:00+00:00,111,33,101,20
2026-06-24 00:00:00+00:00,96,41,23,18
2026-06-25 00:00:00+00:00,307,19,53,39
2026-06-26 00:00:00+00:00,304,29,99,65
2026-06-27 00:00:00+00:00,152,17,56,48
2026-06-28 00:00:00+00:00,190,28,39,22
2026-06-29 00:00:00+00:00,204,28,67,26
2026-06-30 00:00:00+00:00,54,19,89,69
2026-07-01 00:00:00+00:00,638,47,57,49
2026-07-02 00:00:00+00:00,48,30,71,63
