referrer,views_total,views_unique
Google,161,58
github.com,56,23
en.wikipedia.org,28,2
Bing,15,6
briansimulator.org,9,7
DuckDuckGo,8,4
pypi.org,8,2
brian2.readthedocs.io,7,5
yandex.ru,7,3
chatgpt.com,6,6
