referrer,views_total,views_unique
github.com,210,37
Google,97,49
brian2.readthedocs.io,30,15
chatgpt.com,21,7
open-neuromorphic.org,12,2
Bing,11,5
briansimulator.org,8,7
search.brave.com,7,4
DuckDuckGo,6,2
brian.discourse.group,2,2
