referrer,views_total,views_unique
Google,131,56
github.com,58,23
en.wikipedia.org,28,2
Bing,19,7
brian2.readthedocs.io,11,7
brian.discourse.group,7,5
DuckDuckGo,7,3
link.csdn.net,7,1
briansimulator.org,6,5
pypi.org,6,1
