referrer,views_total,views_unique
Google,181,71
github.com,96,36
open-neuromorphic.org,33,2
brian2.readthedocs.io,23,14
briansimulator.org,15,7
brian.discourse.group,14,2
pypi.org,6,3
Bing,5,5
search.brave.com,5,4
chatgpt.com,4,3
