referrer,views_total,views_unique
Google,147,60
github.com,77,23
chatgpt.com,33,8
open-neuromorphic.org,14,5
pypi.org,12,3
briansimulator.org,8,4
brian2.readthedocs.io,4,4
Bing,4,3
brian.discourse.group,4,1
cn.bing.com,3,2
