time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-08-26 00:00:00+00:00,26,23,72,37
2026-08-27 00:00:00+00:00,43,26,67,28
2026-08-28 00:00:00+00:00,245,53,32,20
2026-08-29 00:00:00+00:00,217,62,34,25
2026-08-30 00:00:00+00:00,79,35,28,22
2026-08-31 00:00:00+00:00,698,142,40,27
2026-09-01 00:00:00+00:00,309,84,64,50
2026-09-02 00:00:00+00:00,804,152,55,42
2026-09-03 00:00:00+00:00,699,34,70,64
2026-09-04 00:00:00+00:00,64,26,78,31
2026-09-05 00:00:00+00:00,630,77,52,44
2026-09-06 00:00:00+00:00,289,70,40,35
2026-09-07 00:00:00+00:00,118,68,39,33
2026-09-08 00:00:00+00:00,86,47,42,35
