time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-10-02 00:00:00+00:00,8,6,13,12
2025-10-03 00:00:00+00:00,11,10,42,14
2025-10-04 00:00:00+00:00,97,62,39,8
2025-10-05 00:00:00+00:00,85,11,22,14
2025-10-06 00:00:00+00:00,237,27,30,17
2025-10-07 00:00:00+00:00,63,18,80,54
2025-10-08 00:00:00+00:00,10,8,24,18
2025-10-09 00:00:00+00:00,77,22,29,17
2025-10-10 00:00:00+00:00,94,31,69,15
2025-10-11 00:00:00+00:00,29,21,42,5
2025-10-12 00:00:00+00:00,25,6,31,13
2025-10-13 00:00:00+00:00,254,39,39,14
2025-10-14 00:00:00+00:00,129,32,54,15
2025-10-15 00:00:00+00:00,39,18,38,13
