time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-12-12 00:00:00+00:00,63,35,34,18
2025-12-13 00:00:00+00:00,5,5,40,14
2025-12-14 00:00:00+00:00,51,11,36,18
2025-12-15 00:00:00+00:00,31,15,103,30
2025-12-16 00:00:00+00:00,26,23,36,20
2025-12-17 00:00:00+00:00,67,15,45,22
2025-12-18 00:00:00+00:00,76,16,48,21
2025-12-19 00:00:00+00:00,71,19,37,15
2025-12-20 00:00:00+00:00,23,15,45,14
2025-12-21 00:00:00+00:00,32,9,59,27
2025-12-22 00:00:00+00:00,2,2,40,20
2025-12-23 00:00:00+00:00,6,5,63,28
2025-12-24 00:00:00+00:00,5,3,78,14
2025-12-25 00:00:00+00:00,16,10,28,22
