referrer,views_total,views_unique
Google,141,53
github.com,73,23
brian2.readthedocs.io,69,21
DuckDuckGo,36,8
brian.discourse.group,33,11
en.wikipedia.org,30,2
briansimulator.org,29,10
chatgpt.com,21,7
Bing,19,7
open-neuromorphic.org,8,4
