time_iso8601,clones_total,clones_unique,views_total,views_unique
2026-03-02 00:00:00+00:00,113,71,119,30
2026-03-03 00:00:00+00:00,125,31,100,25
2026-03-04 00:00:00+00:00,14,13,77,24
2026-03-05 00:00:00+00:00,19,11,112,41
2026-03-06 00:00:00+00:00,131,60,155,36
2026-03-07 00:00:00+00:00,14,14,247,26
2026-03-08 00:00:00+00:00,1167,24,168,36
2026-03-09 00:00:00+00:00,153,60,167,44
2026-03-10 00:00:00+00:00,294,88,147,39
2026-03-11 00:00:00+00:00,272,65,363,43
2026-03-12 00:00:00+00:00,95,62,274,36
2026-03-13 00:00:00+00:00,74,27,149,43
2026-03-14 00:00:00+00:00,36,28,138,28
2026-03-15 00:00:00+00:00,126,69,151,33
