referrer,views_total,views_unique
Google,145,69
github.com,106,36
briansimulator.org,22,8
brian.discourse.group,19,5
brian2.readthedocs.io,17,10
chatgpt.com,13,5
en.wikipedia.org,11,2
DuckDuckGo,10,4
Bing,7,5
cn.bing.com,7,1
