referrer,views_total,views_unique
Google,288,97
github.com,83,18
Bing,22,5
chatgpt.com,6,4
briansimulator.org,6,4
brian.discourse.group,6,2
open-neuromorphic.org,5,5
cn.bing.com,5,2
brian2.readthedocs.io,4,2
yandex.ru,3,2
