referrer,views_total,views_unique
Google,110,62
github.com,48,21
search.brave.com,20,2
briansimulator.org,15,8
brian2.readthedocs.io,12,10
chatgpt.com,10,4
Bing,7,6
en.wikipedia.org,5,1
neurostars.org,4,1
ecosia.org,3,2
