referrer,views_total,views_unique
Google,250,95
github.com,81,18
Bing,21,4
brian.discourse.group,10,3
chatgpt.com,8,6
yandex.ru,8,3
open-neuromorphic.org,7,6
briansimulator.org,6,4
brian2.readthedocs.io,4,2
DuckDuckGo,3,3
