referrer,views_total,views_unique
Google,182,69
github.com,113,34
open-neuromorphic.org,33,2
brian2.readthedocs.io,24,15
briansimulator.org,17,9
brian.discourse.group,14,2
pypi.org,6,3
search.brave.com,5,4
Bing,4,4
chatgpt.com,4,3
