referrer,views_total,views_unique
github.com,73,20
Google,50,39
brian2.readthedocs.io,32,14
Bing,15,6
brian.discourse.group,12,2
open-neuromorphic.org,8,2
chatgpt.com,7,5
briansimulator.org,6,4
Yahoo,3,1
snn.hirlab.net,3,1
