referrer,views_total,views_unique
Google,190,77
github.com,49,18
briansimulator.org,24,11
frontiersin.org,15,1
open-neuromorphic.org,8,7
chatgpt.com,8,5
en.wikipedia.org,8,1
brian2.readthedocs.io,7,6
Bing,7,5
brian.discourse.group,5,3
