referrer,views_total,views_unique
github.com,80,24
Google,69,43
brian2.readthedocs.io,31,12
Bing,16,6
chatgpt.com,7,6
briansimulator.org,7,5
brian.discourse.group,3,2
open-neuromorphic.org,3,2
perplexity.ai,3,2
Yahoo,3,1
