time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-10-14 00:00:00+00:00,129,32,54,15
2025-10-15 00:00:00+00:00,43,21,38,13
2025-10-16 00:00:00+00:00,199,17,31,17
2025-10-17 00:00:00+00:00,192,32,59,27
2025-10-18 00:00:00+00:00,206,19,66,28
2025-10-19 00:00:00+00:00,28,7,25,18
2025-10-20 00:00:00+00:00,256,26,42,27
2025-10-21 00:00:00+00:00,98,33,45,28
2025-10-22 00:00:00+00:00,259,48,87,38
2025-10-23 00:00:00+00:00,108,27,62,27
2025-10-24 00:00:00+00:00,102,43,111,28
2025-10-25 00:00:00+00:00,10,9,33,23
2025-10-26 00:00:00+00:00,175,25,42,22
2025-10-27 00:00:00+00:00,236,20,21,17
