url_path,views_total,views_unique
/brian-team/brian2,141,113
/brian-team/brian2/issues,17,15
/brian-team/brian2/tree/master/examples,15,11
/brian-team/brian2/tree/master/brian2,15,9
/brian-team/brian2/blob/master/README.md,10,8
/brian-team/brian2/blob/master/brian2/devices/cpp_standalone/device.py,7,2
/brian-team/brian2/tree/master,6,4
/brian-team/brian2/tree/master/brian2/codegen,5,3
/brian-team/brian2/blob/master/brian2/spatialneuron/morphology.py,5,1
/brian-team/brian2/blob/master/brian2/equations/equations.py,4,4
