referrer,views_total,views_unique
Google,288,218
github.com,62,30
brian2.readthedocs.io,23,14
search.brave.com,17,4
briansimulator.org,15,9
chatgpt.com,11,11
Bing,11,4
Yahoo,4,1
brian.discourse.group,4,1
theregister.com,3,3
