referrer,views_total,views_unique
github.com,231,34
Google,140,69
brian2.readthedocs.io,78,26
briansimulator.org,43,17
Bing,20,9
neurostars.org,17,3
en.wikipedia.org,12,4
chatgpt.com,6,3
open-neuromorphic.org,5,4
ecosia.org,4,2
