referrer,views_total,views_unique
Google,285,207
github.com,57,30
brian2.readthedocs.io,18,15
briansimulator.org,18,11
search.brave.com,17,4
chatgpt.com,13,12
Bing,11,4
yandex.ru,4,3
pypi.org,4,2
Yahoo,4,1
