referrer,views_total,views_unique
Google,142,69
github.com,71,26
open-neuromorphic.org,30,1
briansimulator.org,18,9
search.brave.com,16,3
brian.discourse.group,14,2
brian2.readthedocs.io,10,9
neurostars.org,7,3
en.wikipedia.org,6,2
Bing,4,4
