time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-07-03 00:00:00+00:00,177,15,63,24
2025-07-04 00:00:00+00:00,92,11,55,24
2025-07-05 00:00:00+00:00,3,3,35,19
2025-07-06 00:00:00+00:00,43,13,16,7
2025-07-07 00:00:00+00:00,146,11,54,18
2025-07-08 00:00:00+00:00,3,2,47,18
2025-07-09 00:00:00+00:00,285,23,65,15
2025-07-10 00:00:00+00:00,15,11,37,15
2025-07-11 00:00:00+00:00,20,8,39,18
2025-07-12 00:00:00+00:00,190,13,56,13
2025-07-13 00:00:00+00:00,28,8,6,4
2025-07-14 00:00:00+00:00,18,14,45,23
2025-07-15 00:00:00+00:00,65,10,57,25
2025-07-16 00:00:00+00:00,82,7,55,19
