referrer,views_total,views_unique
Google,716,111
github.com,283,28
brian2.readthedocs.io,44,8
Bing,38,7
briansimulator.org,22,10
DuckDuckGo,17,1
open-neuromorphic.org,13,5
so.csdn.net,12,2
chatgpt.com,10,6
pypi.org,9,3
