time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-08-07 00:00:00+00:00,92.0,12.0,61,9
2025-08-08 00:00:00+00:00,43.0,22.0,38,14
2025-08-09 00:00:00+00:00,15.0,7.0,32,10
2025-08-10 00:00:00+00:00,120.0,2.0,53,11
2025-08-11 00:00:00+00:00,293.0,9.0,105,18
2025-08-12 00:00:00+00:00,188.0,28.0,46,17
2025-08-13 00:00:00+00:00,12.0,12.0,38,17
2025-08-14 00:00:00+00:00,,,21,11
2025-08-15 00:00:00+00:00,,,26,6
2025-08-16 00:00:00+00:00,,,64,10
2025-08-17 00:00:00+00:00,,,25,16
2025-08-18 00:00:00+00:00,,,73,15
2025-08-19 00:00:00+00:00,,,17,12
2025-08-20 00:00:00+00:00,,,14,8
