referrer,views_total,views_unique
github.com,301,55
Google,249,105
neurostars.org,100,16
brian2.readthedocs.io,77,25
briansimulator.org,37,9
search.brave.com,23,2
Bing,12,8
chatgpt.com,9,6
open-neuromorphic.org,8,2
pypi.org,7,5
