time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-06-03 00:00:00+00:00,6,6,36,13
2025-06-04 00:00:00+00:00,5,5,58,20
2025-06-05 00:00:00+00:00,7,7,26,17
2025-06-06 00:00:00+00:00,10,10,20,13
2025-06-07 00:00:00+00:00,7,7,17,11
2025-06-08 00:00:00+00:00,34,7,17,9
2025-06-09 00:00:00+00:00,123,12,26,13
2025-06-10 00:00:00+00:00,6,5,50,22
2025-06-11 00:00:00+00:00,14,13,33,16
2025-06-12 00:00:00+00:00,31,7,84,24
2025-06-13 00:00:00+00:00,19,8,77,19
2025-06-14 00:00:00+00:00,15,11,24,15
2025-06-15 00:00:00+00:00,24,6,54,13
2025-06-16 00:00:00+00:00,275,38,52,19
