time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-06-21 00:00:00+00:00,135,8,33,12
2025-06-22 00:00:00+00:00,31,9,20,14
2025-06-23 00:00:00+00:00,320,128,63,28
2025-06-24 00:00:00+00:00,194,75,87,26
2025-06-25 00:00:00+00:00,2,2,51,21
2025-06-26 00:00:00+00:00,85,9,118,17
2025-06-27 00:00:00+00:00,36,7,52,16
2025-06-28 00:00:00+00:00,26,16,36,12
2025-06-29 00:00:00+00:00,45,2,37,12
2025-06-30 00:00:00+00:00,229,24,54,27
2025-07-01 00:00:00+00:00,6,5,70,23
2025-07-02 00:00:00+00:00,74,48,26,13
2025-07-03 00:00:00+00:00,177,15,63,24
2025-07-04 00:00:00+00:00,92,11,54,24
