time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-10-27 00:00:00+00:00,239,23,28,21
2025-10-28 00:00:00+00:00,112,35,34,14
2025-10-29 00:00:00+00:00,201,46,38,28
2025-10-30 00:00:00+00:00,415,64,41,17
2025-10-31 00:00:00+00:00,416,126,45,32
2025-11-01 00:00:00+00:00,99,76,33,26
2025-11-02 00:00:00+00:00,27,9,26,23
2025-11-03 00:00:00+00:00,324,49,22,20
2025-11-04 00:00:00+00:00,243,34,42,25
2025-11-05 00:00:00+00:00,38,26,34,22
2025-11-06 00:00:00+00:00,269,100,35,19
2025-11-07 00:00:00+00:00,70,59,39,20
2025-11-08 00:00:00+00:00,42,24,24,20
2025-11-09 00:00:00+00:00,21,4,27,16
