referrer,views_total,views_unique
Google,141,56
github.com,112,30
brian2.readthedocs.io,50,18
en.wikipedia.org,35,3
DuckDuckGo,34,7
chatgpt.com,16,4
Bing,13,7
briansimulator.org,13,6
pypi.org,10,5
brian.discourse.group,6,3
