time_iso8601,clones_total,clones_unique,views_total,views_unique
2025-10-22 00:00:00+00:00,259,48,87,38
2025-10-23 00:00:00+00:00,108,27,62,27
2025-10-24 00:00:00+00:00,102,43,111,28
2025-10-25 00:00:00+00:00,10,9,33,23
2025-10-26 00:00:00+00:00,175,25,42,22
2025-10-27 00:00:00+00:00,239,23,28,21
2025-10-28 00:00:00+00:00,112,35,34,14
2025-10-29 00:00:00+00:00,201,46,38,28
2025-10-30 00:00:00+00:00,415,64,41,17
2025-10-31 00:00:00+00:00,416,126,45,32
2025-11-01 00:00:00+00:00,99,76,33,26
2025-11-02 00:00:00+00:00,27,9,26,23
2025-11-03 00:00:00+00:00,324,49,22,20
2025-11-04 00:00:00+00:00,242,33,39,23
