referrer,views_total,views_unique
Google,262,91
github.com,84,19
Bing,21,4
brian.discourse.group,10,3
yandex.ru,9,4
open-neuromorphic.org,7,6
chatgpt.com,6,6
briansimulator.org,6,4
brian2.readthedocs.io,4,2
ood-grace.ycrc.yale.edu,3,2
